Student_ID,Course_Year,Attendance_Percentage,Assignment_Submission_Rate,Quiz_Average_Score,Midterm_Score,Previous_GPA,Late_Submission_Count,Missing_Assignment_Count,Study_Plan_Adherence,Academic_Risk_Level
STU-CDFD4149,1,43.76,45.91,54.21,71.48,2.95,9.0,1.0,57.19,Medium Risk
STU-2183C8C5,2,87.97,46.15,62.87,27.35,2.1,4.0,0.0,65.89,Medium Risk
STU-E22E8F4D,1,73.04,83.09,79.89,39.99,1.04,8.0,0.0,25.79,Medium Risk
STU-30D9CA4A,2,85.26,76.89,44.74,78.21,3.29,9.0,1.0,53.68,Medium Risk
STU-A1C3DE1A,1,65.06,45.54,27.48,86.56,2.43,4.0,5.0,27.76,High Risk
STU-7160A355,2,48.25,59.22,23.02,47.51,1.22,9.0,6.0,81.96,High Risk
STU-E161F753,2,36.56,26.09,24.56,57.11,1.37,0.0,4.0,42.79,High Risk
STU-8232C5B7,1,71.34,86.2,95.75,44.75,2.89,8.0,1.0,52.13,Low Risk
STU-18E19ABC,3,45.47,41.28,95.9,53.14,2.64,1.0,1.0,39.07,Low Risk
STU-2DFB42C0,4,47.16,91.14,97.34,56.12,1.72,1.0,2.0,36.86,Low Risk
STU-8B7097BA,1,63.36,67.74,40.71,72.27,1.42,5.0,2.0,98.94,Medium Risk
STU-B56B0937,3,63.74,65.43,31.29,77.55,3.65,2.0,7.0,85.8,Medium Risk
STU-702C2968,3,52.84,33.02,98.38,97.75,1.4,4.0,4.0,53.18,Medium Risk
STU-B273FA35,2,43.57,25.56,99.0,49.39,1.26,4.0,2.0,85.42,Medium Risk
STU-2767DF5B,4,96.42,64.21,21.66,17.48,2.86,2.0,4.0,72.51,Medium Risk
STU-19036594,4,43.56,57.44,78.96,71.93,1.76,7.0,5.0,49.79,High Risk
STU-06352EFC,2,57.8,29.57,39.54,54.84,2.97,2.0,1.0,17.38,Low Risk
STU-E6884219,3,54.82,86.85,92.29,85.69,2.47,5.0,5.0,92.65,Low Risk
STU-6BDFCA4D,3,91.31,53.38,22.58,23.19,1.63,9.0,2.0,34.28,High Risk
STU-EE68F638,2,61.65,40.84,90.53,68.04,1.21,4.0,5.0,76.6,Medium Risk
STU-92B7ECA7,2,43.06,83.06,15.22,51.33,1.21,6.0,4.0,84.31,High Risk
STU-67FA847B,4,35.67,93.05,59.37,47.74,2.76,5.0,5.0,64.88,Medium Risk
STU-03A787FE,3,81.93,44.48,43.52,60.84,3.27,8.0,4.0,70.83,High Risk
STU-39B1A8CC,1,81.44,82.08,51.32,71.58,3.07,1.0,6.0,20.84,Low Risk
STU-90233622,1,62.16,72.2,51.87,86.58,2.78,9.0,2.0,62.64,Medium Risk
STU-D26AA1EF,4,43.21,99.18,70.56,31.16,1.63,5.0,3.0,40.21,Medium Risk
STU-D0779EAB,1,59.16,36.32,16.96,36.38,3.59,9.0,2.0,63.27,Medium Risk
STU-67452E94,3,73.34,96.85,73.77,59.37,2.89,9.0,6.0,66.36,Medium Risk
STU-EAC02E81,1,80.76,45.22,16.89,41.19,3.08,4.0,6.0,21.23,High Risk
STU-6972346F,1,40.09,52.96,30.75,61.15,1.67,8.0,4.0,52.16,High Risk
STU-E8909B10,1,71.16,48.71,66.57,28.01,1.78,1.0,3.0,87.0,Medium Risk
STU-2FDB9C03,2,52.95,41.48,22.35,37.69,3.72,7.0,2.0,25.29,Medium Risk
STU-C3C60DEF,1,75.12,75.46,99.23,39.24,2.43,6.0,1.0,78.68,Medium Risk
STU-E2B96913,3,77.13,67.13,81.67,99.31,2.66,0.0,5.0,61.91,Low Risk
STU-27621A46,3,94.19,44.46,74.98,86.89,1.33,2.0,0.0,67.21,Low Risk
STU-76D6C6A4,2,61.67,30.58,37.75,85.39,2.18,3.0,2.0,16.85,Medium Risk
STU-D06EB9C1,3,69.94,45.39,19.13,56.22,3.66,7.0,6.0,88.42,Medium Risk
STU-A2BBEEF5,2,52.43,50.5,98.2,52.02,3.7,1.0,6.0,91.73,Low Risk
STU-54189D73,2,53.63,50.45,27.57,16.31,3.19,7.0,2.0,68.0,High Risk
STU-FFA9B353,2,37.99,48.58,85.6,27.76,2.64,1.0,0.0,98.99,Low Risk
STU-21D039BE,2,53.59,23.9,31.79,90.58,3.79,2.0,3.0,40.67,Low Risk
STU-5898FA6F,4,39.15,57.12,46.8,57.31,3.62,7.0,7.0,32.75,High Risk
STU-252C0937,3,97.65,86.9,73.96,98.87,3.54,8.0,0.0,27.48,Low Risk
STU-B6C39792,2,75.58,34.43,95.36,63.26,3.65,4.0,6.0,30.36,Medium Risk
STU-DE53D791,3,46.25,31.65,16.68,43.97,2.36,3.0,3.0,17.91,Medium Risk
STU-D19E6C7C,2,42.59,57.75,37.17,34.67,2.58,2.0,4.0,74.79,Medium Risk
STU-8475B2FF,1,59.06,49.65,80.02,92.65,2.27,2.0,6.0,80.72,Medium Risk
STU-29DA03C1,2,55.0,64.9,29.74,43.37,3.22,8.0,6.0,16.0,High Risk
STU-E147F6C9,3,53.15,95.77,24.47,23.15,2.78,3.0,3.0,34.86,Medium Risk
STU-C01C6D45,2,65.43,80.87,18.93,35.04,1.21,1.0,1.0,33.54,Medium Risk
STU-F821396A,4,94.34,74.96,57.71,68.11,1.41,3.0,0.0,68.89,Low Risk
STU-A2127862,2,71.92,53.27,80.26,21.97,1.58,2.0,7.0,81.97,High Risk
STU-682122F6,2,68.88,42.99,96.75,18.24,3.01,4.0,1.0,76.08,Low Risk
STU-2CCEB09C,4,87.43,63.22,37.74,51.19,1.33,3.0,1.0,79.77,Medium Risk
STU-48AC91D2,2,35.26,90.84,25.32,17.53,2.62,1.0,0.0,75.58,Low Risk
STU-1FB57056,4,47.83,90.14,49.22,45.36,3.52,9.0,3.0,79.64,High Risk
STU-909409F0,4,67.25,55.64,19.71,39.05,3.84,0.0,1.0,62.76,Low Risk
STU-251DDD34,4,80.85,39.7,43.17,45.23,2.28,0.0,1.0,61.41,Medium Risk
STU-09BF9397,1,66.53,38.03,69.66,53.9,2.6,0.0,5.0,84.9,Medium Risk
STU-49B78A7E,1,45.64,22.72,29.29,26.68,3.49,2.0,6.0,67.04,High Risk
STU-C958333B,3,95.45,87.41,68.71,49.82,3.81,1.0,3.0,27.4,Low Risk
STU-1E1C74A4,3,56.36,41.19,97.62,42.54,2.17,3.0,1.0,88.6,Low Risk
STU-DDA83611,3,86.23,48.72,88.46,81.59,2.06,2.0,2.0,55.95,Low Risk
STU-93593AD4,1,92.94,84.74,45.33,72.52,2.35,6.0,0.0,36.43,Low Risk
STU-751C314F,2,57.52,29.6,50.83,88.53,1.76,7.0,7.0,46.92,High Risk
STU-76076BC1,2,89.95,56.9,50.64,70.21,3.58,4.0,3.0,63.43,Low Risk
STU-966984C1,1,81.2,29.79,88.09,20.9,1.95,5.0,2.0,48.47,Medium Risk
STU-E74B53F5,1,93.78,55.35,99.48,55.64,2.35,6.0,6.0,65.35,Medium Risk
STU-D1B8795C,1,51.34,23.77,85.2,76.82,1.96,8.0,2.0,62.68,Medium Risk
STU-17499511,1,95.53,61.41,62.44,85.75,1.36,0.0,5.0,61.91,Medium Risk
STU-9C553380,3,39.24,83.66,23.28,26.31,2.82,1.0,3.0,63.08,Medium Risk
STU-A60061F5,3,86.59,74.1,96.13,30.12,2.76,0.0,4.0,42.13,Medium Risk
STU-BC3B244D,1,63.32,60.73,88.1,87.6,1.88,8.0,1.0,88.27,Medium Risk
STU-4D7BCD06,1,46.56,86.3,86.52,53.69,1.09,1.0,5.0,60.24,Medium Risk
STU-0DFBE9A6,3,40.16,38.22,48.3,50.72,3.81,1.0,6.0,18.89,Medium Risk
STU-BEE59278,2,60.32,86.46,53.01,54.47,2.07,4.0,1.0,40.03,Low Risk
STU-8EBF357B,4,60.31,42.11,25.17,25.6,2.62,8.0,6.0,75.95,High Risk
STU-5EF0BFD1,3,49.95,49.0,94.72,66.49,1.43,2.0,4.0,71.57,Medium Risk
STU-AF059CE7,4,49.01,30.27,95.17,82.72,1.75,9.0,7.0,31.55,High Risk
STU-DF136910,3,60.97,28.14,36.63,85.34,2.31,7.0,4.0,99.85,High Risk
STU-04A73C68,2,61.66,94.57,74.16,12.73,2.69,9.0,6.0,68.2,High Risk
STU-50745BFD,3,63.75,35.2,32.3,74.37,3.56,0.0,4.0,42.8,Medium Risk
STU-AA7C0A67,1,91.47,46.66,48.4,18.21,1.87,9.0,1.0,48.37,High Risk
STU-1CAD7F33,1,74.73,62.33,40.7,97.02,3.62,1.0,5.0,93.17,Low Risk
STU-FF49215B,1,36.33,47.83,48.12,53.4,2.38,7.0,6.0,51.65,High Risk
STU-66757783,2,68.74,89.61,41.26,79.79,2.3,0.0,0.0,35.49,Low Risk
STU-7FA3EB3A,1,84.56,92.06,44.35,65.97,2.19,8.0,5.0,44.21,High Risk
STU-7C489549,1,38.67,46.08,82.24,95.67,3.66,3.0,1.0,60.07,Low Risk
STU-566B9A3E,3,62.47,27.36,40.5,97.63,1.75,2.0,0.0,28.4,Medium Risk
STU-BE8CD94E,4,64.33,36.81,84.25,35.1,3.57,2.0,7.0,19.33,Medium Risk
STU-312DD726,1,97.01,57.95,63.27,53.46,1.27,0.0,1.0,49.31,Low Risk
STU-DF9E7BB0,2,65.92,43.08,81.34,55.38,3.87,7.0,7.0,91.18,Medium Risk
STU-0C2F7430,1,83.74,56.28,93.11,25.99,2.51,3.0,0.0,93.8,Low Risk
STU-71F46DC7,4,54.69,80.7,26.77,91.35,4.0,0.0,5.0,85.75,Low Risk
STU-EC367FA7,2,85.65,53.65,44.23,41.46,2.82,4.0,0.0,29.49,Low Risk
STU-1607293F,4,55.97,35.76,19.72,17.87,1.35,9.0,2.0,19.15,High Risk
STU-3261F560,2,62.95,48.64,49.59,23.91,1.18,7.0,1.0,59.87,High Risk
STU-EDDBB53C,4,66.17,79.44,35.18,56.2,1.58,7.0,7.0,72.53,High Risk
STU-7607BE14,1,95.21,53.92,63.59,89.35,2.26,9.0,5.0,70.75,Medium Risk
STU-A67911B7,2,38.47,39.96,81.59,66.54,3.24,2.0,0.0,38.0,Low Risk
STU-A19637B4,1,47.8,54.19,56.34,29.33,1.0,3.0,2.0,43.74,Medium Risk
STU-7B663167,1,80.87,56.38,43.36,36.71,1.77,9.0,1.0,97.25,Medium Risk
STU-97C8D1D4,4,72.54,43.71,27.97,97.84,2.76,3.0,0.0,51.27,Low Risk
STU-E03E59CA,3,51.35,99.65,17.28,14.76,1.89,2.0,2.0,70.1,Medium Risk
STU-44E6856F,2,53.8,81.41,72.62,99.49,2.07,5.0,4.0,57.56,Medium Risk
STU-FF9E70CF,4,58.88,75.4,17.6,91.53,1.9,2.0,0.0,87.66,Low Risk
STU-9A455960,2,64.27,88.39,93.27,71.06,3.86,5.0,2.0,86.2,Low Risk
STU-1D10A821,4,88.17,73.31,65.51,94.89,1.2,4.0,0.0,70.16,Low Risk
STU-BFBA18C9,1,35.9,83.28,45.03,23.72,3.72,1.0,5.0,94.2,Medium Risk
STU-52702CAF,4,93.37,53.0,18.56,94.83,1.97,7.0,1.0,32.66,Medium Risk
STU-687E0AEC,1,61.85,60.03,50.15,29.13,1.74,6.0,7.0,60.61,High Risk
STU-EADC531D,2,49.98,23.76,88.72,59.16,3.65,6.0,2.0,34.93,Medium Risk
STU-AC33F296,2,68.05,42.45,97.43,53.99,1.86,5.0,1.0,23.71,Medium Risk
STU-45BCC17E,2,77.88,49.44,22.22,56.12,3.96,8.0,2.0,80.62,Medium Risk
STU-9E593F0D,3,37.91,70.04,81.06,34.06,2.64,3.0,0.0,67.08,Low Risk
STU-10101201,2,81.53,57.14,36.96,80.26,2.43,4.0,6.0,23.83,Medium Risk
STU-53BC314C,4,84.45,68.63,47.25,76.83,3.93,8.0,7.0,99.05,Medium Risk
STU-5BA0DA2A,4,45.8,77.07,61.55,95.86,1.68,2.0,1.0,22.12,Medium Risk
STU-BE3C03AA,4,45.91,23.42,99.55,55.63,3.73,2.0,5.0,73.42,Medium Risk
STU-0EA243A1,4,48.25,40.66,32.75,59.33,2.77,7.0,6.0,66.34,High Risk
STU-8E08D88A,4,86.78,33.67,26.09,91.3,3.26,9.0,7.0,50.21,High Risk
STU-CFC85818,4,52.68,35.0,65.57,92.75,2.75,5.0,3.0,88.17,Low Risk
STU-B5BEBE57,4,86.74,60.25,87.51,68.46,2.86,1.0,5.0,44.71,Low Risk
STU-7841EF47,2,70.13,79.2,70.1,83.84,1.46,2.0,6.0,84.95,Medium Risk
STU-47A4857F,3,84.87,41.82,44.54,55.46,1.45,7.0,3.0,65.43,High Risk
STU-A7B3A170,4,70.99,85.96,98.04,44.94,2.19,4.0,7.0,48.36,Medium Risk
STU-D0B88397,3,56.82,91.4,99.58,87.77,2.04,1.0,5.0,44.23,Low Risk
STU-BBB862C5,2,94.2,48.04,80.51,79.95,3.14,2.0,3.0,37.19,Low Risk
STU-4E677AC7,1,81.49,74.51,83.21,31.82,3.17,1.0,3.0,16.46,Low Risk
STU-BBBDBF9F,4,66.46,29.36,79.67,14.29,2.69,4.0,2.0,67.77,Medium Risk
STU-9318D4E7,4,76.43,79.52,36.9,60.9,2.21,4.0,5.0,53.63,Medium Risk
STU-4A9E0931,2,75.03,33.2,27.77,85.75,3.03,8.0,1.0,43.66,Medium Risk
STU-BD3F6CC7,1,58.28,74.99,62.12,32.25,3.06,5.0,2.0,29.92,Medium Risk
STU-1692C814,2,62.55,53.75,96.1,79.07,3.43,1.0,1.0,15.08,Low Risk
STU-ECFB81C6,3,55.69,94.28,89.65,47.26,3.44,0.0,5.0,72.44,Low Risk
STU-739C985A,2,99.97,57.16,24.08,40.21,1.21,6.0,3.0,88.08,Medium Risk
STU-96248333,3,72.7,22.47,19.84,25.55,2.12,6.0,4.0,44.88,High Risk
STU-78335BA0,4,40.98,58.45,89.27,94.09,2.26,9.0,0.0,61.0,Medium Risk
STU-208C38B4,3,68.74,83.64,67.11,30.31,3.54,5.0,3.0,65.84,Medium Risk
STU-9CF996F7,2,38.25,71.77,40.87,35.13,2.51,1.0,3.0,36.01,Medium Risk
STU-B4B95C6F,4,53.76,97.31,62.75,39.83,2.47,7.0,4.0,56.48,Medium Risk
STU-4A9BB92D,3,63.99,87.46,33.84,35.62,2.66,3.0,2.0,71.59,Low Risk
STU-6080BA16,1,69.73,62.12,95.49,24.66,1.38,6.0,2.0,89.48,Medium Risk
STU-DDBC0F74,2,98.45,36.52,85.31,41.9,2.7,7.0,1.0,83.57,Medium Risk
STU-440E80CE,3,98.84,20.3,96.79,52.46,2.65,6.0,5.0,88.89,Medium Risk
STU-1C2A09EF,4,41.37,98.44,30.9,59.66,3.26,2.0,0.0,99.74,Low Risk
STU-B684A389,4,69.98,95.07,86.71,24.08,2.9,7.0,1.0,37.29,Low Risk
STU-72CDA128,2,88.11,41.93,62.62,80.15,3.87,3.0,3.0,76.76,Low Risk
STU-13C87D9F,1,50.45,71.06,42.62,38.04,1.24,7.0,2.0,62.71,High Risk
STU-9DD5CA5F,1,83.79,78.34,55.77,92.62,3.31,4.0,3.0,64.81,Low Risk
STU-378BD204,3,92.11,66.24,95.27,39.66,3.25,8.0,3.0,39.61,Medium Risk
STU-C9EAD257,4,78.06,87.44,73.77,87.66,1.81,2.0,6.0,87.15,Medium Risk
STU-7FB4626A,2,56.3,26.23,45.59,41.73,3.1,1.0,5.0,82.08,Medium Risk
STU-B48D82C1,2,95.0,91.72,99.99,55.52,2.98,3.0,5.0,84.82,Low Risk
STU-92AB8260,4,92.43,51.36,44.39,43.51,1.9,1.0,7.0,99.74,Medium Risk
STU-F93B8FCF,4,81.53,58.46,84.17,44.84,3.17,1.0,2.0,41.26,Low Risk
STU-776C06DE,1,58.64,55.58,81.67,65.67,3.79,0.0,5.0,97.85,Low Risk
STU-752F1273,3,86.47,62.5,76.45,72.36,1.92,7.0,6.0,32.81,High Risk
STU-C2D5AC95,3,55.55,67.85,71.9,88.34,3.94,0.0,3.0,22.71,Low Risk
STU-EEAF038F,1,51.44,76.83,24.24,61.21,1.67,7.0,3.0,15.87,Medium Risk
STU-E8CC6113,2,68.48,62.0,99.57,29.52,1.4,8.0,0.0,34.92,Medium Risk
STU-BB4E3BB6,1,99.81,74.78,28.69,99.06,1.23,5.0,6.0,41.57,Medium Risk
STU-12B5BE28,2,87.28,47.06,65.67,71.54,1.64,6.0,6.0,41.28,High Risk
STU-722F7405,3,82.44,94.93,36.18,43.73,2.03,5.0,1.0,94.04,Low Risk
STU-0C0AF575,2,64.38,25.16,29.35,97.14,3.2,0.0,0.0,41.61,Low Risk
STU-CE49F86B,2,55.28,63.64,62.55,96.26,1.22,0.0,6.0,71.04,Medium Risk
STU-290A6647,2,90.63,26.99,86.09,17.16,2.52,0.0,4.0,98.76,Medium Risk
STU-4C631A6B,1,71.9,55.42,47.04,11.78,2.56,2.0,0.0,39.99,Low Risk
STU-8BA5A2FC,3,87.86,40.61,21.56,14.0,1.68,6.0,1.0,97.9,Medium Risk
STU-D7F62173,2,66.7,94.95,68.02,71.68,1.14,7.0,7.0,79.83,High Risk
STU-E9A79F89,2,84.01,21.05,80.15,73.98,1.68,0.0,6.0,84.06,Medium Risk
STU-470484AC,4,91.4,51.3,40.17,75.16,1.69,5.0,0.0,63.34,Medium Risk
STU-CA80139A,2,60.44,82.56,73.7,66.72,3.06,7.0,4.0,81.1,Medium Risk
STU-E6F521DD,3,35.88,35.08,21.44,35.69,1.7,4.0,6.0,66.85,High Risk
STU-D31F44E5,2,51.57,85.25,45.72,25.04,2.02,1.0,6.0,56.21,Medium Risk
STU-A167CA09,4,94.47,88.78,55.3,93.51,1.14,3.0,6.0,87.61,Medium Risk
STU-76177926,4,79.69,76.64,81.47,92.18,2.87,3.0,3.0,84.76,Low Risk
STU-7001C7D1,1,82.92,36.73,43.74,31.82,2.42,3.0,3.0,48.66,Medium Risk
STU-80F0B0B9,3,56.14,41.76,53.56,25.11,2.03,7.0,6.0,18.53,High Risk
STU-95813121,1,80.58,33.35,68.41,43.78,3.11,5.0,0.0,93.71,Low Risk
STU-D8B31A91,4,77.01,34.73,68.05,14.36,3.05,8.0,7.0,81.5,High Risk
STU-FED20D2B,2,46.59,22.92,59.01,24.59,1.98,9.0,4.0,87.91,High Risk
STU-1F8A639D,4,97.96,88.59,42.92,44.23,3.13,0.0,1.0,17.01,Low Risk
STU-DD874015,2,58.01,62.28,71.94,31.49,2.04,0.0,6.0,89.3,Medium Risk
STU-94BB5F7E,3,56.4,46.22,86.16,76.31,1.67,1.0,4.0,54.86,Medium Risk
STU-5CAB2696,4,59.0,43.17,28.07,91.45,3.16,4.0,0.0,92.38,Low Risk
STU-11720160,4,40.96,63.58,43.94,91.82,3.18,5.0,2.0,73.83,Medium Risk
STU-B199E408,1,75.62,46.13,71.84,64.39,3.6,2.0,7.0,51.18,Medium Risk
STU-1A117670,2,50.51,89.1,79.24,73.31,2.5,0.0,2.0,25.52,Low Risk
STU-2F1F9257,2,87.22,36.88,81.42,54.46,1.7,6.0,5.0,62.4,High Risk
STU-AC816536,2,60.62,90.58,70.53,23.2,3.51,0.0,7.0,75.26,Medium Risk
STU-4353F631,2,64.81,73.13,55.65,67.15,1.52,6.0,4.0,91.84,Medium Risk
STU-79A0C3FB,2,77.02,96.53,69.89,41.5,3.82,8.0,0.0,90.25,Low Risk
STU-7229E3E1,2,84.52,21.21,26.48,10.52,1.92,0.0,4.0,36.98,Medium Risk
STU-0A227206,1,50.02,24.73,32.66,61.75,1.06,7.0,0.0,21.38,Medium Risk
STU-0BDE06BB,2,97.81,60.07,93.84,27.85,1.56,9.0,1.0,54.93,Medium Risk
STU-E13001BB,1,75.45,92.99,93.38,89.79,2.24,8.0,6.0,38.5,Medium Risk
STU-06F4DAFA,2,35.37,78.46,76.53,94.06,1.17,7.0,6.0,41.98,High Risk
STU-C793058D,3,62.02,69.77,42.8,24.6,2.23,0.0,7.0,71.73,High Risk
STU-56085FEB,1,63.39,22.53,70.15,12.65,1.61,3.0,2.0,78.46,Medium Risk
STU-89A1D270,2,87.6,48.33,73.46,10.36,1.06,9.0,7.0,77.35,High Risk
STU-724D42D4,2,54.83,47.67,58.78,92.17,1.9,3.0,3.0,84.46,Medium Risk
STU-1370E738,2,56.53,63.37,78.62,23.68,1.68,0.0,2.0,18.69,Medium Risk
STU-318D30A8,3,39.58,40.63,17.52,49.18,2.26,6.0,3.0,97.06,Medium Risk
STU-2B145BD8,2,53.43,41.37,36.78,15.14,3.28,6.0,0.0,43.77,Medium Risk
STU-B184B34A,1,81.6,69.67,82.53,43.6,2.53,9.0,3.0,46.2,Medium Risk
STU-98F8DFC8,4,76.26,95.57,94.79,80.69,3.3,8.0,1.0,68.72,Low Risk
STU-0BF6B1A3,4,40.29,72.81,89.47,46.6,2.01,7.0,6.0,34.16,High Risk
STU-9D6632A0,1,42.46,73.45,75.9,79.8,1.04,2.0,6.0,72.62,Medium Risk
STU-74D1E57E,2,59.5,98.9,29.07,72.0,3.77,1.0,0.0,37.31,Low Risk
STU-198FFDC5,2,83.34,32.28,46.34,56.56,1.94,9.0,2.0,74.65,Medium Risk
STU-53DF797C,1,89.14,22.71,19.27,76.39,2.58,2.0,2.0,84.51,Medium Risk
STU-84D0D19B,2,35.95,79.64,69.39,89.12,2.41,7.0,4.0,91.52,Medium Risk
STU-A4EC3CBC,3,56.39,55.1,53.24,81.37,2.75,5.0,5.0,49.7,Medium Risk
STU-C319D743,1,62.58,54.31,63.71,72.26,3.65,2.0,3.0,83.6,Low Risk
STU-DAF8A793,4,94.22,38.02,98.24,73.16,3.6,1.0,0.0,54.53,Low Risk
STU-112E07FD,2,67.59,60.55,49.19,24.5,3.94,0.0,5.0,35.9,Medium Risk
STU-4D1FAF90,2,52.53,55.37,41.07,95.56,2.59,7.0,3.0,77.18,Medium Risk
STU-3EE774EE,3,60.35,47.64,27.8,28.51,3.77,2.0,1.0,40.03,Low Risk
STU-1523AC59,1,63.37,55.42,27.21,41.41,2.45,2.0,1.0,29.51,Medium Risk
STU-3BC749F6,2,78.55,50.71,59.08,56.62,1.13,4.0,4.0,25.3,Medium Risk
STU-3857A04A,2,37.67,95.19,78.68,21.36,1.44,4.0,0.0,48.81,Medium Risk
STU-11F9B8B2,2,60.31,98.42,62.98,63.42,2.0,8.0,7.0,78.41,High Risk
STU-1FFBA954,2,77.03,87.19,89.23,26.44,3.18,4.0,6.0,84.18,Medium Risk
STU-F4C961C1,1,53.42,99.23,41.85,93.1,1.24,6.0,0.0,85.94,Medium Risk
STU-38AF6052,1,73.46,41.26,65.58,89.98,2.08,6.0,3.0,51.38,Medium Risk
STU-14AD05C6,1,58.22,87.43,71.21,59.0,3.95,6.0,4.0,18.21,Low Risk
STU-303D5108,4,84.32,52.53,38.86,50.45,3.36,4.0,5.0,30.16,Medium Risk
STU-66B3A4CE,1,38.94,79.69,48.69,19.23,2.72,2.0,6.0,31.6,Medium Risk
STU-35F65B39,1,94.67,36.11,65.23,84.1,1.19,6.0,2.0,57.82,Medium Risk
STU-254AE73B,4,46.15,84.96,16.78,44.14,1.04,7.0,0.0,92.85,Medium Risk
STU-979DE208,3,45.31,26.68,90.36,32.17,1.32,3.0,0.0,26.07,Medium Risk
STU-835B9610,2,89.64,41.64,24.44,99.58,1.98,5.0,0.0,17.86,Medium Risk
STU-CE1EEACF,1,91.5,85.76,19.04,70.15,2.82,4.0,4.0,15.04,Medium Risk
STU-71CDCF8B,3,41.04,79.77,33.28,16.65,1.59,9.0,5.0,91.55,High Risk
STU-218277A1,1,94.07,60.1,57.7,82.12,1.15,1.0,6.0,84.88,Medium Risk
STU-BE66836E,3,52.76,73.82,42.94,77.54,1.27,0.0,1.0,96.85,Low Risk
STU-0667AA58,4,75.21,34.85,52.41,46.11,2.28,5.0,6.0,74.53,High Risk
STU-D80945AD,2,39.46,73.42,22.16,21.13,3.32,9.0,2.0,66.91,High Risk
STU-A2A40F0E,1,59.74,20.64,34.81,54.77,3.46,5.0,6.0,25.47,High Risk
STU-991EFB56,3,64.3,86.66,23.3,78.7,1.87,6.0,1.0,63.93,Medium Risk
STU-EEBF0089,2,73.99,61.3,34.53,16.84,2.99,4.0,6.0,82.22,Medium Risk
STU-6367E1C6,2,69.14,95.51,74.78,24.71,2.18,0.0,5.0,88.89,Medium Risk
STU-D120A439,2,65.0,58.25,63.9,65.7,3.92,5.0,6.0,88.96,Medium Risk
STU-F5442F18,3,97.38,54.65,43.39,60.36,2.21,3.0,5.0,40.8,Medium Risk
STU-22B8E679,3,47.03,56.0,37.2,91.46,2.19,6.0,6.0,31.15,High Risk
STU-E89117B9,4,45.27,48.78,99.79,83.33,2.5,1.0,5.0,27.62,Medium Risk
STU-DE81D4C2,4,81.37,33.33,80.27,92.69,1.08,8.0,7.0,69.75,High Risk
STU-40FD00D7,1,39.85,87.37,84.87,51.94,2.25,6.0,7.0,20.95,High Risk
STU-10D5EFF4,3,66.39,51.13,17.24,80.9,3.49,4.0,3.0,89.0,Low Risk
STU-9F9D81C9,1,66.46,62.33,20.06,14.38,2.84,1.0,0.0,83.66,Low Risk
STU-5091217C,3,55.15,21.59,75.57,36.5,3.91,0.0,3.0,15.59,Medium Risk
STU-8D73F0B9,1,95.48,24.82,31.31,67.98,1.98,4.0,7.0,64.94,High Risk
STU-26550FDB,2,53.37,67.77,51.18,78.73,1.48,9.0,7.0,68.82,High Risk
STU-EF7F345D,4,53.75,90.34,30.65,61.34,3.25,4.0,5.0,92.02,Medium Risk
STU-44FFBDCF,2,50.23,59.47,30.05,53.27,1.13,2.0,3.0,60.46,Medium Risk
STU-DEB24F64,4,44.48,33.2,24.27,30.99,1.48,8.0,0.0,19.4,Medium Risk
STU-4C221BE5,3,58.66,29.29,65.51,25.68,2.52,9.0,5.0,73.09,High Risk
STU-A3DD7D11,2,79.26,91.98,77.84,88.79,3.26,0.0,4.0,44.71,Low Risk
STU-FF18E1C1,2,83.24,76.13,19.83,22.8,2.8,4.0,3.0,58.31,Medium Risk
STU-DA1980CB,4,87.87,97.3,38.42,49.18,3.98,3.0,4.0,35.34,Medium Risk
STU-8FFAAB03,1,47.84,26.59,70.96,89.96,2.96,1.0,7.0,88.14,Medium Risk
STU-5A3930C9,3,37.32,92.21,48.35,23.29,3.17,0.0,1.0,64.99,Low Risk
STU-D5A87C76,3,98.35,87.65,74.9,21.48,3.98,9.0,6.0,78.34,Medium Risk
STU-8F3EB41B,4,35.93,91.45,79.53,72.33,2.78,3.0,2.0,27.78,Low Risk
STU-5BFA380D,3,97.44,20.46,17.74,39.84,3.14,5.0,6.0,63.03,Medium Risk
STU-4B758EF6,3,88.87,79.35,47.37,49.21,1.89,7.0,2.0,40.63,Medium Risk
STU-8C648867,4,94.28,63.92,76.98,66.3,2.61,9.0,2.0,17.17,Medium Risk
STU-4D2B34CC,4,60.17,65.85,47.17,44.11,3.74,1.0,2.0,76.93,Low Risk
STU-52736867,3,47.82,57.54,15.5,81.99,3.56,1.0,5.0,98.23,Low Risk
STU-EB9DDECF,1,74.42,79.41,43.59,97.21,1.92,5.0,4.0,76.87,Low Risk
STU-2DD92D42,2,83.18,99.99,89.18,93.98,2.07,3.0,1.0,22.14,Low Risk
STU-F120F463,3,43.51,76.84,95.91,59.09,3.54,9.0,4.0,68.55,Medium Risk
STU-43F09B9E,2,86.85,74.24,62.64,41.93,1.85,8.0,3.0,85.44,Medium Risk
STU-965AD673,2,48.56,72.36,41.04,49.04,3.66,3.0,7.0,28.71,Medium Risk
STU-6E909EFA,1,66.96,75.62,54.62,39.71,3.32,1.0,0.0,98.37,Low Risk
STU-E67A93D0,3,90.67,47.37,35.08,49.76,1.46,0.0,5.0,68.01,Medium Risk
STU-93066603,2,47.57,45.62,29.29,11.17,3.16,5.0,3.0,98.48,Medium Risk
